sampled_node_idx,original_node_idx,review_id
167,27492,462827
168,27493,462828
169,27563,440991
170,27564,440992
171,27565,440993
172,27568,462824
173,27569,462825
174,27636,440987
175,27637,440988
176,27638,440989
177,27639,440990
178,27643,462823
179,27711,440986
180,27716,462822
181,27779,440983
182,27780,440984
183,27781,440985
184,27786,462821
185,27848,440981
186,27849,440982
187,27918,440978
188,27919,440979
189,27920,440980
190,27922,454267
191,27923,454268
192,27924,454269
193,27925,454270
194,28015,440975
195,28016,440976
196,28017,440977
197,28019,454265
198,28020,454266
199,28095,434314
200,28096,440972
201,28097,440973
202,28098,440974
203,28164,434054
204,28165,434055
205,28166,440969
206,28167,440970
207,28168,440971
208,28169,454263
209,28170,454264
210,28234,440968
211,28235,454262
212,28287,440966
213,28288,440967
214,28289,454260
215,28290,454261
216,28359,440961
217,28360,440962
218,28361,440963
219,28362,440964
220,28363,440965
221,28429,214714
222,28430,214715
223,28510,214713
224,28573,214712
225,28631,214711
226,28710,214710
227,28779,214708
228,28780,214709
229,28867,212123
230,28868,214707
231,29511,440947
232,29527,565431
233,29528,565432
234,29529,565433
235,29584,434312
236,29585,434313
237,29586,434593
238,29587,440944
239,29588,440945
240,29589,440946
241,29603,565429
242,29604,565430
243,29661,434311
244,29662,440943
245,29724,434310
246,29725,434592
247,29726,440940
248,29727,440941
249,29728,440942
250,29740,559881
251,29741,565427
252,29742,565428
253,29789,440935
254,29790,440936
255,29791,440937
256,29792,440938
257,29793,440939
258,29807,565426
259,29864,440932
260,29865,440933
261,29866,440934
262,29878,565425
263,29951,440929
264,29952,440930
265,29953,440931
266,30636,565421
267,30746,565420
268,30820,565415
269,30821,565416
270,30822,565417
271,30823,565418
272,30824,565419
273,31050,565413
274,31051,565414
275,31142,565412
276,31249,565410
277,31250,565411
278,31328,565406
279,31329,565407
280,31330,565408
281,31331,565409
282,31414,565405
283,31561,565403
284,31562,565404
285,31625,565402
286,32881,370788
287,32882,370789
288,32883,370790
289,32964,370787
290,33029,369323
291,33030,370785
292,33031,370786
293,33092,370784
294,33153,370783
295,33211,368981
296,33212,370782
297,33401,440870
298,33402,440871
299,33403,440872
300,33418,533625
301,33419,533626
302,33420,533627
303,33421,533628
304,33422,533629
305,33423,533630
306,33492,434588
307,33493,440869
308,33595,533624
309,33651,440867
310,33652,440868
311,33665,533623
312,33736,440865
313,33737,440866
314,33754,532677
315,33821,440863
316,33822,440864
317,33911,440859
318,33912,440860
319,33913,440861
320,33914,440862
321,33933,533622
322,33990,214650
323,33991,214651
324,33992,214652
325,34076,214648
326,34077,214649
327,34154,214647
328,34222,214646
329,34282,214642
330,34283,214643
331,34284,214644
332,34285,214645
333,34358,214641
334,35090,259580
335,35091,260931
336,35120,462719
337,35121,462720
338,35193,260928
339,35194,260929
340,35195,260930
341,35226,460361
342,35227,462713
343,35228,462714
344,35229,462715
345,35230,462716
346,35231,462717
347,35232,462718
348,35319,462710
349,35320,462711
350,35321,462712
351,35371,260925
352,35372,260926
353,35373,260927
354,35400,460221
355,35401,462707
356,35402,462708
357,35403,462709
358,35469,462706
359,35507,260924
360,35525,462705
361,35563,259579
362,35695,462703
363,35696,462704
364,35811,462700
365,35812,462701
366,35813,462702
367,35952,460275
368,36061,462699
369,36144,462696
370,36145,462697
371,36146,462698
372,36225,462694
373,36226,462695
374,36305,462689
375,36306,462690
376,36307,462691
377,36308,462692
378,36309,462693
379,36371,460203
380,36372,462687
381,36373,462688
382,36434,462685
383,36435,462686
384,36507,460360
385,36508,462684
386,36645,462683
387,36733,369319
388,36734,370757
389,36826,369318
390,36827,370756
391,36896,370754
392,36897,370755
393,36961,370752
394,36962,370753
395,37034,370750
396,37035,370751
397,37328,257230
398,37410,258403
399,37411,258404
400,37481,258401
401,37482,258402
402,37542,257229
403,37543,258399
404,37544,258400
405,37616,257223
406,37617,257224
407,37618,257225
408,37619,257226
409,37620,257227
410,37621,257228
411,37885,451131
412,37886,454136
413,37887,454137
414,37888,454138
415,37889,454139
416,37989,454135
417,38070,454134
418,38159,454132
419,38160,454133
420,38220,454131
421,38287,454129
422,38288,454130
423,38304,18334
424,38372,18331
425,38373,18332
426,38374,18333
427,38471,18330
428,38699,18329
429,38771,18327
430,38772,18328
431,38849,18325
432,38850,18326
433,39014,565324
434,39123,559464
435,39124,565323
436,39218,565320
437,39219,565321
438,39220,565322
439,39288,565319
440,39367,565317
441,39368,565318
442,39437,565314
443,39438,565315
444,39439,565316
445,39520,565313
446,40080,158681
447,40081,160945
448,40082,160946
449,40083,160947
450,40187,160942
451,40188,160943
452,40189,160944
453,40265,158680
454,40330,160940
455,40331,160941
456,40577,160939
457,40637,18315
458,40638,18316
459,40720,18312
460,40721,18313
461,40722,18314
462,40876,18310
463,40877,18311
464,41038,18307
465,41039,18308
466,41040,18309
467,41121,18306
468,41261,440745
469,41262,440746
470,41263,440747
471,41264,440748
472,41500,440742
473,41501,440743
474,41502,440744
475,41589,440740
476,41590,440741
477,41651,440739
478,41711,440738
479,41767,214588
480,41768,214589
481,41875,214585
482,41876,214586
483,41877,214587
484,41979,214581
485,41980,214582
486,41981,214583
487,41982,214584
488,42065,214579
489,42066,214580
490,42163,214577
491,42164,214578
492,42461,454080
493,42462,454081
494,42463,454082
495,42464,454083
496,42568,451312
497,42569,454077
498,42570,454078
499,42571,454079
500,42667,454074
501,42668,454075
502,42669,454076
503,42753,454073
504,42979,454071
505,42980,454072
506,43102,454070
507,43216,454066
508,43217,454067
509,43218,454068
510,43219,454069
511,43319,454064
512,43320,454065
513,43421,454063
514,43506,454062
515,43593,454061
516,43690,454059
517,43691,454060
518,43781,332034
519,43782,332035
520,43783,332036
521,43784,332037
522,43808,454057
523,43809,454058
524,43907,332033
525,44008,331270
526,44009,332031
527,44010,332032
528,44028,454054
529,44029,454055
530,44030,454056
531,44111,331269
532,44123,454053
533,44219,450976
534,44220,454052
535,44288,332030
536,44298,454049
537,44299,454050
538,44300,454051
539,44549,565254
540,44550,565255
541,44673,565253
542,44773,565251
543,44774,565252
544,44854,559266
545,44855,565250
546,44965,565248
547,44966,565249
548,45041,565246
549,45042,565247
550,45233,440683
551,45234,440684
552,45240,462599
553,45256,565243
554,45257,565244
555,45258,565245
556,45356,440682
557,45361,462597
558,45362,462598
559,45384,565242
560,45458,440680
561,45459,440681
562,45463,460357
563,45464,462594
564,45465,462595
565,45466,462596
566,45480,559874
567,45556,440679
568,45573,559463
569,45574,565241
570,45664,565240
571,45710,440678
572,45714,462593
573,45726,565238
574,45727,565239
575,45807,440675
576,45808,440676
577,45809,440677
578,45810,462591
579,45811,462592
580,45832,565236
581,45833,565237
582,45884,214556
583,45885,214557
584,45886,214558
585,46000,214555
586,46084,214554
587,46177,214552
588,46178,214553
589,46285,211930
590,46286,214551
591,46485,214549
592,46486,214550
593,48537,440621
594,48538,440622
595,48539,440623
596,48540,440624
597,48541,440625
598,48620,434582
599,48703,440619
600,48704,440620
601,48716,565180
602,48717,565181
603,48718,565182
604,48801,565177
605,48802,565178
606,48803,565179
607,48864,440618
608,48881,565175
609,48882,565176
610,48954,440616
611,48955,440617
612,48971,565174
613,49044,440614
614,49045,440615
615,49070,565173
616,49110,160852
617,49111,160853
618,49112,160854
619,49113,160855
620,49114,160856
621,49169,440613
622,49231,158463
623,49232,160851
624,49281,440612
625,49337,160847
626,49338,160848
627,49339,160849
628,49340,160850
629,49375,440609
630,49376,440610
631,49377,440611
632,49424,160844
633,49425,160845
634,49426,160846
635,49460,440607
636,49461,440608
637,49514,158517
638,49555,440605
639,49556,440606
640,49599,160842
641,49600,160843
642,49633,440602
643,49634,440603
644,49635,440604
645,49701,160840
646,49702,160841
647,49852,225073
648,49853,225074
649,49919,565161
650,49920,565162
651,49964,225069
652,49965,225070
653,49966,225071
654,49967,225072
655,50032,565160
656,50084,225067
657,50085,225068
658,50137,565158
659,50138,565159
660,50180,225066
661,50220,565157
662,50247,225065
663,50295,565154
664,50296,565155
665,50297,565156
666,50327,223207
667,50328,225064
668,50371,565153
669,51227,160814
670,51228,160815
671,51229,160816
672,51262,374016
673,51263,374377
674,51264,378031
675,51364,374058
676,51463,378030
677,51534,160811
678,51535,160812
679,51536,160813
680,51562,378029
681,51619,378026
682,51620,378027
683,51621,378028
684,51672,160808
685,51673,160809
686,51674,160810
687,51771,158588
688,51772,160807
689,51813,378024
690,51814,378025
691,51906,214505
692,51907,214506
693,51908,214507
694,51909,214508
695,51993,212118
696,51994,214504
697,52081,214502
698,52082,214503
699,52280,214501
700,52361,214500
701,52470,214497
702,52471,214498
703,52472,214499
704,52619,462532
705,52620,462533
706,52725,462531
707,52810,462529
708,52811,462530
709,52895,462527
710,52896,462528
711,52987,462525
712,52988,462526
713,53160,462524
714,53233,214491
715,53239,237999
716,53333,214490
717,53339,239031
718,53340,239032
719,53341,239033
720,53431,214488
721,53432,214489
722,53532,214484
723,53533,214485
724,53534,214486
725,53535,214487
726,53538,237998
727,53631,214483
728,53633,239029
729,53634,239030
730,53698,214481
731,53699,214482
732,53704,239028
733,53793,214480
734,53797,239026
735,53798,239027
736,53969,453966
737,54075,453964
738,54076,453965
739,54179,453962
740,54180,453963
741,54257,453961
742,54346,451126
743,54347,453959
744,54348,453960
745,54463,453957
746,54464,453958
747,54800,258329
748,54931,258327
749,54932,258328
750,55204,257214
751,55205,257215
752,55206,258325
753,55207,258326
754,55308,257264
755,55309,258323
756,55310,258324
757,55426,239006
758,55427,239007
759,55428,239008
760,55429,239009
761,55561,239004
762,55562,239005
763,55669,239003
764,55754,239002
765,55815,237904
766,55816,237996
767,55817,239001
768,55933,237995
769,55934,238998
770,55935,238999
771,55936,239000
772,56041,237946
773,56042,238994
774,56043,238995
775,56044,238996
776,56045,238997
777,56159,238993
778,56254,238989
779,56255,238990
780,56256,238991
781,56257,238992
782,56352,238987
783,56353,238988
784,56436,238984
785,56437,238985
786,56438,238986
787,56527,238980
788,56528,238981
789,56529,238982
790,56530,238983
791,56613,238979
792,56735,224994
793,56736,224995
794,56737,224996
795,56738,224997
796,56739,224998
797,57034,223200
798,57103,224992
799,57104,224993
800,57186,224990
801,57187,224991
802,57345,160741
803,57450,160740
804,57532,160738
805,57533,160739
806,57638,160737
807,57722,160735
808,57723,160736
809,57793,160733
810,57794,160734
811,57882,160732
812,58022,544838
813,58023,544839
814,58024,544840
815,58025,544841
816,58026,544842
817,58106,544836
818,58107,544837
819,58260,544835
820,58366,544834
821,58441,544831
822,58442,544832
823,58443,544833
824,58458,18189
825,58459,18190
826,58460,18191
827,58536,440420
828,58537,440421
829,58540,453936
830,58541,453937
831,58656,440415
832,58657,440416
833,58658,440417
834,58659,440418
835,58660,440419
836,58699,18187
837,58700,18188
838,58775,440414
839,58777,453934
840,58778,453935
841,58819,15961
842,58881,440413
843,58884,453932
844,58885,453933
845,58976,453931
846,59001,18185
847,59002,18186
848,59086,440410
849,59087,440411
850,59088,440412
851,59091,451308
852,59092,453929
853,59093,453930
854,59130,16004
855,59131,18183
856,59132,18184
857,59221,453928
858,59258,18181
859,59259,18182
860,59352,377945
861,59354,396879
862,59355,396880
863,59370,453924
864,59371,453925
865,59372,453926
866,59373,453927
867,59419,18178
868,59420,18179
869,59421,18180
870,59493,377944
871,59496,396877
872,59497,396878
873,59538,18174
874,59539,18175
875,59540,18176
876,59541,18177
877,59613,377942
878,59614,377943
879,59617,396875
880,59618,396876
881,59624,453923
882,59726,377940
883,59727,377941
884,59731,396871
885,59732,396872
886,59733,396873
887,59734,396874
888,59748,451307
889,59749,453920
890,59750,453921
891,59751,453922
892,59842,374376
893,59845,396870
894,59859,451306
895,59891,18173
896,59972,377937
897,59973,377938
898,59974,377939
899,59978,396868
900,59979,396869
901,60018,18172
902,60098,377936
903,60104,396867
904,60202,214420
905,60203,214421
906,60204,214422
907,60205,214423
908,60208,238936
909,60257,462451
910,60258,462452
911,60259,462453
912,60260,462454
913,60261,462455
914,60338,214418
915,60339,214419
916,60387,450845
917,60388,453918
918,60389,453919
919,60462,214417
920,60468,238935
921,60504,450844
922,60505,453917
923,60508,462449
924,60509,462450
925,60576,214415
926,60577,214416
927,60586,238931
928,60587,238932
929,60588,238933
930,60589,238934
931,60627,453916
932,60628,462448
933,60703,238929
934,60704,238930
935,60741,453914
936,60742,453915
937,60744,462445
938,60745,462446
939,60746,462447
940,60805,214414
941,60809,238928
942,60947,214412
943,60948,214413
944,60958,238927
945,61003,451305
946,61004,453911
947,61005,453912
948,61006,453913
949,61089,160702
950,61096,175993
951,61097,177242
952,61098,177243
953,61123,237943
954,61124,238923
955,61125,238924
956,61126,238925
957,61127,238926
958,61165,370627
959,61166,370628
960,61167,377925
961,61168,396863
962,61190,453908
963,61191,453909
964,61192,453910
965,61266,160700
966,61267,160701
967,61271,175992
968,61272,177240
969,61273,177241
970,61295,238919
971,61296,238920
972,61297,238921
973,61298,238922
974,61338,370626
975,61339,377922
976,61340,377923
977,61341,377924
978,61344,396860
979,61345,396861
980,61346,396862
981,61367,453903
982,61368,453904
983,61369,453905
984,61370,453906
985,61371,453907
986,61459,177239
987,61476,238918
988,61503,370624
989,61504,370625
990,61507,377917
991,61508,377918
992,61509,377919
993,61510,377920
994,61511,377921
995,61515,396858
996,61516,396859
997,61608,160699
998,61615,177238
999,61656,370623
1000,61735,160694
1001,61736,160695
1002,61737,160696
1003,61738,160697
1004,61739,160698
1005,61741,177237
1006,61756,238916
1007,61757,238917
1008,61777,377916
1009,61782,396856
1010,61783,396857
1011,61797,451304
1012,61798,453902
1013,61858,160693
1014,61863,175937
1015,61875,237990
1016,61876,238914
1017,61877,238915
1018,61907,377914
1019,61908,377915
1020,61915,394624
1021,61916,396853
1022,61917,396854
1023,61918,396855
1024,61930,450901
1025,61931,453900
1026,61932,453901
1027,62024,160692
1028,62029,177235
1029,62030,177236
1030,62048,238913
1031,62084,370619
1032,62085,370620
1033,62086,370621
1034,62087,370622
1035,62089,377912
1036,62090,377913
1037,62092,396851
1038,62093,396852
1039,62111,453894
1040,62112,453895
1041,62113,453896
1042,62114,453897
1043,62115,453898
1044,62116,453899
1045,62165,18160
1046,62166,27181
1047,62167,28086
1048,62168,28087
1049,62224,205103
1050,62225,205104
1051,62226,205105
1052,62227,205106
1053,62228,205107
1054,62255,307402
1055,62326,544808
1056,62327,544809
1057,62328,544810
1058,62350,15981
1059,62351,18158
1060,62352,18159
1061,62397,205102
1062,62421,307401
1063,62468,544806
1064,62469,544807
1065,62491,18157
1066,62495,27128
1067,62496,28084
1068,62497,28085
1069,62569,307399
1070,62570,307400
1071,62622,16119
1072,62627,28081
1073,62628,28082
1074,62629,28083
1075,62667,203641
1076,62668,205100
1077,62669,205101
1078,62690,307398
1079,62743,544804
1080,62744,544805
1081,62764,18155
1082,62765,18156
1083,62766,27145
1084,62808,205099
1085,62827,306241
1086,62828,307395
1087,62829,307396
1088,62830,307397
1089,62884,18154
1090,62926,205098
1091,63024,544801
1092,63025,544802
1093,63026,544803
1094,63047,18152
1095,63048,18153
1096,63052,28079
1097,63053,28080
1098,63138,307394
1099,63199,544800
1100,63572,331152
1101,63573,331209
1102,63574,331210
1103,63575,331211
1104,63576,331212
1105,63577,331213
1106,63578,331214
1107,63579,331255
1108,63580,331256
1109,63581,331257
1110,63582,331258
1111,63583,331259
1112,63584,331260
1113,63585,331261
1114,63586,331985
1115,63587,331986
1116,63588,331987
1117,63734,331254
1118,63735,331982
1119,63736,331983
1120,63737,331984
1121,63863,331980
1122,63864,331981
1123,64201,18140
1124,64202,18141
1125,64308,490612
1126,64309,490613
1127,64347,18138
1128,64348,18139
1129,64420,490611
1130,64448,18137
1131,64567,490608
1132,64568,490609
1133,64569,490610
1134,64603,18135
1135,64604,18136
1136,64702,488516
1137,64812,488338
1138,64832,16118
1139,64833,18133
1140,64834,18134
1141,64906,490607
1142,64932,18130
1143,64933,18131
1144,64934,18132
1145,65075,488358
1146,65076,490606
1147,65115,57220
1148,65116,57221
1149,65247,451302
1150,65248,453866
1151,65249,453867
1152,65257,488515
1153,65258,490602
1154,65259,490603
1155,65260,490604
1156,65261,490605
1157,65313,18126
1158,65314,18127
1159,65315,18128
1160,65316,18129
1161,65324,57219
1162,65445,429806
1163,65446,429807
1164,65462,490600
1165,65463,490601
1166,65500,18124
1167,65501,18125
1168,65509,57218
1169,65623,453865
1170,65624,460354
1171,65625,462412
1172,65626,462413
1173,65627,462414
1174,65628,462415
1175,65631,488381
1176,65632,490599
1177,65654,18120
1178,65655,18121
1179,65656,18122
1180,65657,18123
1181,65730,429803
1182,65731,429804
1183,65732,429805
1184,65739,451301
1185,65740,453864
1186,65744,490597
1187,65745,490598
1188,65775,57217
1189,65846,453862
1190,65847,453863
1191,65849,462411
1192,65851,490595
1193,65852,490596
1194,65882,18118
1195,65883,18119
1196,65889,55803
1197,65890,57216
1198,65965,429801
1199,65966,429802
1200,65969,453860
1201,65970,453861
1202,65972,462408
1203,65973,462409
1204,65974,462410
1205,65980,490592
1206,65981,490593
1207,65982,490594
1208,66015,18116
1209,66016,18117
1210,66038,57213
1211,66039,57214
1212,66040,57215
1213,66172,429797
1214,66173,429798
1215,66174,429799
1216,66175,429800
1217,66182,453857
1218,66183,453858
1219,66184,453859
1220,66185,462406
1221,66186,462407
1222,66192,490589
1223,66193,490590
1224,66194,490591
1225,66278,160654
1226,66279,160655
1227,66280,160656
1228,66281,160657
1229,66351,440286
1230,66371,488514
1231,66372,490588
1232,66447,160652
1233,66448,160653
1234,66501,440283
1235,66502,440284
1236,66503,440285
1237,66515,490587
1238,66583,158514
1239,66598,237942
1240,66599,237987
1241,66600,238881
1242,66601,238882
1243,66602,238883
1244,66651,440280
1245,66652,440281
1246,66653,440282
1247,66667,488513
1248,66668,490586
1249,66716,160651
1250,66739,237986
1251,66740,238880
1252,66787,488452
1253,66788,490584
1254,66789,490585
1255,66833,160649
1256,66834,160650
1257,66850,238879
1258,66884,440279
1259,66892,488512
1260,66981,238878
1261,67018,440276
1262,67019,440277
1263,67020,440278
1264,67037,490582
1265,67038,490583
1266,67106,160645
1267,67107,160646
1268,67108,160647
1269,67109,160648
1270,67129,238877
1271,67201,440272
1272,67202,440273
1273,67203,440274
1274,67204,440275
1275,67214,490580
1276,67215,490581
1277,68347,453842
1278,68348,453843
1279,68492,451299
1280,68493,451300
1281,68494,453839
1282,68495,453840
1283,68496,453841
1284,68776,453837
1285,68777,453838
1286,68921,453835
1287,68922,453836
1288,69229,18085
1289,69271,177197
1290,69282,224930
1291,69308,307371
1292,69327,370590
1293,69328,370591
1294,69344,434578
1295,69345,440211
1296,69346,440212
1297,69347,440213
1298,69365,488511
1299,69366,490557
1300,69367,490558
1301,69368,490559
1302,69400,18083
1303,69401,18084
1304,69432,177196
1305,69442,224929
1306,69461,370587
1307,69462,370588
1308,69463,370589
1309,69471,440209
1310,69472,440210
1311,69480,490556
1312,69506,18082
1313,69532,177193
1314,69533,177194
1315,69534,177195
1316,69547,223281
1317,69571,306330
1318,69572,306426
1319,69573,307369
1320,69574,307370
1321,69600,434302
1322,69601,440207
1323,69602,440208
1324,69620,490554
1325,69621,490555
1326,69650,18081
1327,69684,177192
1328,69710,307368
1329,69719,370586
1330,69734,440206
1331,69742,490551
1332,69743,490552
1333,69744,490553
1334,69768,18080
1335,69793,177191
1336,69801,224928
1337,69815,307365
1338,69816,307366
1339,69817,307367
1340,69824,368973
1341,69825,370584
1342,69826,370585
1343,69839,440203
1344,69840,440204
1345,69841,440205
1346,69849,488450
1347,69850,490550
1348,69875,18079
1349,69902,177190
1350,69910,224923
1351,69911,224924
1352,69912,224925
1353,69913,224926
1354,69914,224927
1355,69931,307364
1356,69957,434301
1357,69985,18075
1358,69986,18076
1359,69987,18077
1360,69988,18078
1361,70031,177188
1362,70032,177189
1363,70043,224922
1364,70065,307363
1365,70082,370582
1366,70083,370583
1367,70102,440197
1368,70103,440198
1369,70104,440199
1370,70105,440200
1371,70106,440201
1372,70107,440202
1373,70123,490549
1374,70207,158585
1375,70208,160623
1376,70209,160624
1377,70321,564894
1378,70422,358531
1379,70423,358532
1380,70424,358533
1381,70425,358534
1382,70426,358535
1383,70427,358536
1384,70428,358537
1385,70468,564893
1386,70549,358090
1387,70550,358528
1388,70551,358529
1389,70552,358530
1390,70557,374660
1391,70558,377850
1392,70559,377851
1393,70643,160619
1394,70644,160620
1395,70645,160621
1396,70646,160622
1397,70681,358527
1398,70684,377849
1399,70737,564888
1400,70738,564889
1401,70739,564890
1402,70740,564891
1403,70741,564892
1404,70831,358524
1405,70832,358525
1406,70833,358526
1407,70836,377848
1408,70864,564885
1409,70865,564886
1410,70866,564887
1411,70905,160617
1412,70906,160618
1413,70959,358101
1414,70960,358102
1415,70961,358522
1416,70962,358523
1417,70967,377845
1418,70968,377846
1419,70969,377847
1420,71010,564884
1421,71066,160616
1422,71131,358520
1423,71132,358521
1424,71135,377843
1425,71136,377844
1426,71325,450843
1427,71326,453808
1428,71327,453809
1429,71328,453810
1430,71329,453811
1431,71479,453807
1432,71628,453805
1433,71629,453806
1434,71741,451121
1435,71742,453804
1436,71838,453800
1437,71839,453801
1438,71840,453802
1439,71841,453803
1440,72096,453799
1441,72193,214339
1442,72194,214340
1443,72225,358514
1444,72252,433961
1445,72253,440137
1446,72254,440138
1447,72255,440139
1448,72256,440140
1449,72257,440141
1450,72260,462365
1451,72264,490533
1452,72265,490534
1453,72381,440134
1454,72382,440135
1455,72383,440136
1456,72386,462361
1457,72387,462362
1458,72388,462363
1459,72389,462364
1460,72392,490529
1461,72393,490530
1462,72394,490531
1463,72395,490532
1464,72468,214337
1465,72469,214338
1466,72498,358511
1467,72499,358512
1468,72500,358513
1469,72517,434298
1470,72518,440132
1471,72519,440133
1472,72530,462360
1473,72637,358509
1474,72638,358510
1475,72654,440128
1476,72655,440129
1477,72656,440130
1478,72657,440131
1479,72659,462358
1480,72660,462359
1481,72713,214334
1482,72714,214335
1483,72715,214336
1484,72750,358508
1485,72767,440127
1486,72772,462355
1487,72773,462356
1488,72774,462357
1489,72779,490527
1490,72780,490528
1491,72823,214332
1492,72824,214333
1493,72859,358089
1494,72860,358116
1495,72861,358507
1496,72871,440125
1497,72872,440126
1498,72880,462354
1499,72883,490525
1500,72884,490526
1501,72947,214331
1502,72983,358506
1503,73000,440123
1504,73001,440124
1505,73012,490522
1506,73013,490523
1507,73014,490524
1508,73037,18052
1509,73038,18053
1510,73039,18054
1511,73053,86036
1512,73054,86037
1513,73055,86038
1514,73056,86039
1515,73142,440116
1516,73143,440117
1517,73144,440118
1518,73145,440119
1519,73146,440120
1520,73147,440121
1521,73148,440122
1522,73194,18050
1523,73195,18051
1524,73214,85472
1525,73215,86033
1526,73216,86034
1527,73217,86035
1528,73300,440112
1529,73301,440113
1530,73302,440114
1531,73303,440115
1532,73342,18049
1533,73415,440110
1534,73416,440111
1535,73456,18048
1536,73476,86031
1537,73477,86032
1538,73552,440109
1539,73599,86029
1540,73600,86030
1541,73714,86028
1542,73777,440108
1543,73812,18045
1544,73813,18046
1545,73814,18047
1546,73834,85471
1547,73916,440103
1548,73917,440104
1549,73918,440105
1550,73919,440106
1551,73920,440107
1552,74073,358499
1553,74130,564850
1554,74156,57175
1555,74157,57176
1556,74276,564849
1557,74300,55711
1558,74301,57172
1559,74302,57173
1560,74303,57174
1561,74379,358497
1562,74380,358498
1563,74444,564846
1564,74445,564847
1565,74446,564848
1566,74478,55935
1567,74552,358496
1568,74609,55684
1569,74685,358494
1570,74686,358495
1571,74719,564843
1572,74720,564844
1573,74721,564845
1574,74740,57171
1575,74801,358492
1576,74802,358493
1577,74834,564842
1578,74860,57170
1579,74948,358099
1580,74949,358490
1581,74950,358491
1582,75002,564841
1583,75143,363626
1584,75144,363627
1585,75145,363628
1586,75174,450841
1587,75175,453772
1588,75176,453773
1589,75180,465760
1590,75181,465761
1591,75296,363625
1592,75311,440087
1593,75312,440088
1594,75313,440089
1595,75314,440090
1596,75315,453770
1597,75316,453771
1598,75319,465759
1599,75435,363623
1600,75436,363624
1601,75453,440083
1602,75454,440084
1603,75455,440085
1604,75456,440086
1605,75459,453768
1606,75460,453769
1607,75464,465755
1608,75465,465756
1609,75466,465757
1610,75467,465758
1611,75587,363621
1612,75588,363622
1613,75608,440080
1614,75609,440081
1615,75610,440082
1616,75613,453765
1617,75614,453766
1618,75615,453767
1619,75617,463804
1620,75725,440075
1621,75726,440076
1622,75727,440077
1623,75728,440078
1624,75729,440079
1625,75731,453763
1626,75732,453764
1627,75831,362459
1628,75832,363620
1629,75844,463388
1630,75972,440072
1631,75973,440073
1632,75974,440074
1633,75976,453759
1634,75977,453760
1635,75978,453761
1636,75979,453762
1637,75983,465754
1638,76085,224875
1639,76086,224876
1640,76087,224877
1641,76088,224878
1642,76248,224872
1643,76249,224873
1644,76250,224874
1645,76393,224869
1646,76394,224870
1647,76395,224871
1648,76524,223278
1649,76525,224868
1650,76760,224865
1651,76761,224866
1652,76762,224867
1653,76921,224863
1654,76922,224864
1655,77107,374372
1656,77108,377775
1657,77109,377776
1658,77110,377777
1659,77133,453750
1660,77204,160581
1661,77205,160582
